"End Date","EUR/USD","EUR/JPY","EUR/GBP","",""
"2008-05-11","1.5483","159.24","0.7925",,
"2008-05-10","1.5437","159.48","0.7906",,
"2008-05-09","1.5364","160.18","0.7862",,
"2008-05-08","1.5463","162.42","0.7880",,
"2008-05-07","1.5520","162.52","0.7868",,
"2008-05-06","1.5465","162.73","0.7842",,
"2008-05-05","1.5424","162.54","0.7823",,
"2008-05-04","1.5424","162.54","0.7822",,
"2008-05-03","1.5450","161.97","0.7812",,
"2008-05-02","1.5556","161.71","0.7844",,
"2008-05-01","1.5570","162.13","0.7898",,
"2008-04-30","1.5608","162.38","0.7876",,
"2008-04-29","1.5637","163.39","0.7872",,
"2008-04-28","1.5627","163.18","0.7871",,
"2008-04-27","1.5629","163.18","0.7871",,
"2008-04-26","1.5646","163.25","0.7910",,
"2008-04-25","1.5787","163.82","0.7989",,
"2008-04-24","1.5951","164.53","0.8018",,
"2008-04-23","1.5930","164.26","0.8023",,
"2008-04-22","1.5857","164.29","0.7965",,
"2008-04-21","1.5817","163.99","0.7917",,
"2008-04-20","1.5817","163.99","0.7918",,
"2008-04-19","1.5852","163.44","0.7955",,
"2008-04-18","1.5928","162.64","0.8055",,
"2008-04-17","1.5869","161.17","0.8061",,
"2008-04-16","1.5821","160.14","0.8033",,
"2008-04-15","1.5770","159.24","0.7990",,
"2008-04-14","1.5801","159.67","0.8030",,
"2008-04-13","1.5808","159.68","0.8030",,
"2008-04-12","1.5793","160.38","0.8006",,
"2008-04-11","1.5824","160.11","0.8006",,
"2008-04-10","1.5739","161.08","0.7989",,
"2008-04-09","1.5732","161.00","0.7948",,
"2008-04-08","1.5705","160.94","0.7901",,
"2008-04-07","1.5737","159.69","0.7895",,
"2008-04-06","1.5737","159.69","0.7895",,
"2008-04-05","1.5715","160.39","0.7873",,
"2008-04-04","1.5636","160.26","0.7867",,
"2008-04-03","1.5619","159.42","0.7886",,
"2008-04-02","1.5696","157.67","0.7926",,
"2008-04-01","1.5800","157.30","0.7941",,
"2008-03-31","1.5795","156.75","0.7919",,
"2008-03-30","1.5795","156.75","0.7919",,
"2008-03-29","1.5784","157.38","0.7891",,
"2008-03-28","1.5801","156.95","0.7866",,
"2008-03-27","1.5682","156.29","0.7830",,
"2008-03-26","1.5532","155.95","0.7795",,
"2008-03-25","1.5402","154.05","0.7774",,
"2008-03-24","1.5434","153.64","0.7786",,
"2008-03-23","1.5434","153.63","0.7786",,
"2008-03-22","1.5440","153.54","0.7783",,
"2008-03-21","1.5530","153.96","0.7837",,
"2008-03-20","1.5679","155.66","0.7833",,
"2008-03-19","1.5764","153.92","0.7850",,
"2008-03-18","1.5772","153.42","0.7842",,
"2008-03-17","1.5673","155.27","0.7760",,
"2008-03-16","1.5674","155.31","0.7759",,
"2008-03-15","1.5610","156.67","0.7690",,
"2008-03-14","1.5568","156.85","0.7665",,
"2008-03-13","1.5410","158.48","0.7651",,
"2008-03-12","1.5362","157.07","0.7648",,
"2008-03-11","1.5368","157.00","0.7620",,
"2008-03-10","1.5356","157.66","0.7626",,
"2008-03-09","1.5356","157.67","0.7626",,
"2008-03-08","1.5381","157.67","0.7642",,
"2008-03-07","1.5311","158.55","0.7668",,
"2008-03-06","1.5213","157.57","0.7666",,
"2008-03-05","1.5202","156.90","0.7658",,
"2008-03-04","1.5198","156.81","0.7655",,
"2008-03-03","1.5179","157.45","0.7631",,
"2008-03-02","1.5179","157.48","0.7631",,
"2008-03-01","1.5191","158.83","0.7644",,
"2008-02-29","1.5126","160.60","0.7623",,
"2008-02-28","1.5038","160.58","0.7565",,
"2008-02-27","1.4852","160.21","0.7539",,
"2008-02-26","1.4821","159.45","0.7536",,
"2008-02-25","1.4827","158.95","0.7539",,
"2008-02-24","1.4827","158.91","0.7538",,
"2008-02-23","1.4819","158.88","0.7539",,
"2008-02-22","1.4741","159.17","0.7559",,
"2008-02-21","1.4701","158.62","0.7557",,
"2008-02-20","1.4701","158.56","0.7538",,
"2008-02-19","1.4661","158.35","0.7502",,
"2008-02-18","1.4682","158.32","0.7491",,
"2008-02-17","1.4682","158.28","0.7489",,
"2008-02-16","1.4657","158.07","0.7457",,
"2008-02-15","1.4595","157.91","0.7421",,
"2008-02-14","1.4574","156.71","0.7434",,
"2008-02-13","1.4537","155.66","0.7443",,
"2008-02-12","1.4532","155.52","0.7463",,
"2008-02-11","1.4506","155.70","0.7455",,
"2008-02-10","1.4506","155.70","0.7455",,
"2008-02-09","1.4488","155.62","0.7448",,
"2008-02-08","1.4587","155.44","0.7467",,
"2008-02-07","1.4636","155.99","0.7460",,
"2008-02-06","1.4750","157.75","0.7488",,
"2008-02-05","1.4816","158.20","0.7516",,
"2008-02-04","1.4803","157.70","0.7532",,
"2008-02-03","1.4802","157.71","0.7532",,
"2008-02-02","1.4861","158.10","0.7488",,
"2008-02-01","1.4854","158.03","0.7472",,
"2008-01-31","1.4783","158.14","0.7430",,
"2008-01-30","1.4773","157.81","0.7438",,
"2008-01-29","1.4714","156.88","0.7425",,
"2008-01-28","1.4681","156.69","0.7403",,
"2008-01-27","1.4681","156.70","0.7404",,
"2008-01-26","1.4733","158.12","0.7445",,
"2008-01-25","1.4654","156.11","0.7477",,
"2008-01-24","1.4604","155.03","0.7466",,
"2008-01-23","1.4487","153.94","0.7438",,
"2008-01-22","1.4520","154.50","0.7445",,
"2008-01-21","1.4620","156.20","0.7476",,
"2008-01-20","1.4621","156.20","0.7477",,
"2008-01-19","1.4640","156.60","0.7453",,
"2008-01-18","1.4661","157.23","0.7455",,
"2008-01-17","1.4785","157.60","0.7538",,
"2008-01-16","1.4867","160.01","0.7581",,
"2008-01-15","1.4849","160.81","0.7577",,
"2008-01-14","1.4777","160.84","0.7552",,
"2008-01-13","1.4777","160.84","0.7552",,
"2008-01-12","1.4793","161.49","0.7554",,
"2008-01-11","1.4695","161.22","0.7504",,
"2008-01-10","1.4701","160.63","0.7474",,
"2008-01-09","1.4705","160.82","0.7453",,
"2008-01-08","1.4715","160.39","0.7464",,
"2008-01-07","1.4743","160.12","0.7469",,
"2008-01-06","1.4744","160.12","0.7470",,
"2008-01-05","1.4745","160.81","0.7471",,
"2008-01-04","1.4726","161.08","0.7443",,
"2008-01-03","1.4657","163.02","0.7388",,
"2008-01-02","1.4592","162.92","0.7350",,
"2008-01-01","1.4701","164.70","0.7363",,
"2007-12-31","1.4724","165.37","0.7374",,
"2007-12-30","1.4723","165.38","0.7374",,
"2007-12-29","1.4655","166.00","0.7343",,
"2007-12-28","1.4522","165.83","0.7303",,
"2007-12-27","1.4436","164.80","0.7288",,
"2007-12-26","1.4397","164.34","0.7280",,
"2007-12-25","1.4391","164.30","0.7264",,
"2007-12-24","1.4382","163.99","0.7250",,
"2007-12-23","1.4381","163.99","0.7250",,
"2007-12-22","1.4359","162.79","0.7233",,
"2007-12-21","1.4360","162.52","0.7209",,
"2007-12-20","1.4398","163.01","0.7167",,
"2007-12-19","1.4401","163.00","0.7137",,
"2007-12-18","1.4400","163.03","0.7140",,
"2007-12-17","1.4428","163.44","0.7152",,
"2007-12-16","1.4429","163.46","0.7152",,
"2007-12-15","1.4560","164.09","0.7161",,
"2007-12-14","1.4686","164.45","0.7188",,
"2007-12-13","1.4680","163.38","0.7192",,
"2007-12-12","1.4708","164.40","0.7189",,
"2007-12-11","1.4674","163.83","0.7201",,
"2007-12-10","1.4657","163.70","0.7219",,
"2007-12-09","1.4658","163.71","0.7219",,
"2007-12-08","1.4636","163.11","0.7218",,
"2007-12-07","1.4602","162.05","0.7203",,
"2007-12-06","1.4722","162.36","0.7198",,
"2007-12-05","1.4695","161.80","0.7125",,
"2007-12-04","1.4659","162.12","0.7116",,
"2007-12-03","1.4634","162.79","0.7116",,
"2007-12-02","1.4670","162.64","0.7139",,
"2007-12-01","1.4739","162.75","0.7146",,
"2007-11-30","1.4791","162.66","0.7144",,
"2007-11-29","1.4791","161.47","0.7156",,
"2007-11-28","1.4857","160.51","0.7177",,
"2007-11-27","1.4840","160.90","0.7184",,
"2007-11-26","1.4834","160.66","0.7193",,
"2007-11-25","1.4837","160.68","0.7193",,
"2007-11-24","1.4858","160.62","0.7201",,
"2007-11-23","1.4849","161.34","0.7195",,
"2007-11-22","1.4823","161.72","0.7186",,
"2007-11-21","1.4724","162.00","0.7159",,
"2007-11-20","1.4661","161.98","0.7145",,
"2007-11-19","1.4663","162.86","0.7136",,
"2007-11-18","1.4662","162.85","0.7136",,
"2007-11-17","1.4627","161.46","0.7154",,
"2007-11-16","1.4650","162.71","0.7141",,
"2007-11-15","1.4659","163.01","0.7077",,
"2007-11-14","1.4581","160.47","0.7061",,
"2007-11-13","1.4607","160.83","0.7037",,
"2007-11-12","1.4678","162.46","0.7022",,
"2007-11-11","1.4678","162.49","0.7021",,
"2007-11-10","1.4693","164.47","0.6981",,
"2007-11-09","1.4656","165.25","0.6967",,
"2007-11-08","1.4633","166.56","0.6981",,
"2007-11-07","1.4514","166.27","0.6963",,
"2007-11-06","1.4486","165.85","0.6949",,
"2007-11-05","1.4514","166.56","0.6949",,
"2007-11-04","1.4507","165.91","0.6949",,
"2007-11-03","1.4463","165.91","0.6947",,
"2007-11-02","1.4453","166.63","0.6948",,
"2007-11-01","1.4447","166.08","0.6973",,
"2007-10-31","1.4411","165.22","0.6984",,
"2007-10-30","1.4413","164.86","0.7006",,
"2007-10-29","1.4394","164.35","0.7014",,
"2007-10-28","1.4393","164.34","0.7014",,
"2007-10-27","1.4354","163.99","0.6995",,
"2007-10-26","1.4284","163.01","0.6970",,
"2007-10-25","1.4244","163.00","0.6953",,
"2007-10-24","1.4213","162.84","0.6966",,
"2007-10-23","1.4259","162.51","0.6981",,
"2007-10-22","1.4303","163.75","0.6971",,
"2007-10-21","1.4301","163.79","0.6970",,
"2007-10-20","1.4286","164.60","0.6979",,
"2007-10-19","1.4251","165.50","0.6975",,
"2007-10-18","1.4183","165.48","0.6973",,
"2007-10-17","1.4184","165.98","0.6962",,
"2007-10-16","1.4196","166.89","0.6967",,
"2007-10-15","1.4178","166.75","0.6964",,
"2007-10-14","1.4180","166.76","0.6964",,
"2007-10-13","1.4186","166.53","0.6983",,
"2007-10-12","1.4179","166.40","0.6957",,
"2007-10-11","1.4127","165.62","0.6922",,
"2007-10-10","1.4050","164.68","0.6910",,
"2007-10-09","1.4104","165.37","0.6917",,
"2007-10-08","1.4135","165.36","0.6922",,
"2007-10-07","1.4135","165.36","0.6922",,
"2007-10-06","1.4130","164.76","0.6931",,
"2007-10-05","1.4107","164.46","0.6936",,
"2007-10-04","1.4160","164.39","0.6943",,
"2007-10-03","1.4193","164.17","0.6953",,
"2007-10-02","1.4248","164.33","0.6969",,
"2007-10-01","1.4267","163.79","0.6970",,
"2007-09-30","1.4267","163.79","0.6969",,
"2007-09-29","1.4187","163.43","0.6987",,
"2007-09-28","1.4145","163.42","0.7000",,
"2007-09-27","1.4133","162.68","0.7009",,
"2007-09-26","1.4099","161.60","0.6995",,
"2007-09-25","1.4100","162.23","0.6968",,
"2007-09-24","1.4091","162.74","0.6975",,
"2007-09-23","1.4091","162.74","0.6975",,
"2007-09-22","1.4076","162.08","0.6990",,
"2007-09-21","1.4019","161.78","0.6991",,
"2007-09-20","1.3969","161.99","0.6961",,
"2007-09-19","1.3872","159.90","0.6954",,
"2007-09-18","1.3870","159.68","0.6929",,
"2007-09-17","1.3875","160.07","0.6912",,
"2007-09-16","1.3875","160.07","0.6912",,
"2007-09-15","1.3872","159.54","0.6881",,
"2007-09-14","1.3895","159.31","0.6851",,
"2007-09-13","1.3864","158.22","0.6823",,
"2007-09-12","1.3809","157.10","0.6807",,
"2007-09-11","1.3787","156.20","0.6795",,
"2007-09-10","1.3768","156.09","0.6787",,
"2007-09-09","1.3768","156.11","0.6787",,
"2007-09-08","1.3710","157.28","0.6776",,
"2007-09-07","1.3661","157.46","0.6759",,
"2007-09-06","1.3614","157.63","0.6760",,
"2007-09-05","1.3604","157.63","0.6750",,
"2007-09-04","1.3632","157.96","0.6757",,
"2007-09-03","1.3630","157.77","0.6757",,
"2007-09-02","1.3629","157.76","0.6757",,
"2007-09-01","1.3655","158.53","0.6774",,
"2007-08-31","1.3646","157.91","0.6776",,
"2007-08-30","1.3614","156.09","0.6784",,
"2007-08-29","1.3640","157.34","0.6792",,
"2007-08-28","1.3663","158.84","0.6780",,
"2007-08-27","1.3675","159.25","0.6789",,
"2007-08-26","1.3675","159.25","0.6789",,
"2007-08-25","1.3598","157.84","0.6778",,
"2007-08-24","1.3556","157.26","0.6781",,
"2007-08-23","1.3487","154.73","0.6793",,
"2007-08-22","1.3479","154.52","0.6795",,
"2007-08-21","1.3487","154.67","0.6800",,
"2007-08-20","1.3475","154.08","0.6802",,
"2007-08-19","1.3475","154.08","0.6801",,
"2007-08-18","1.3448","152.72","0.6789",,
"2007-08-17","1.3416","154.62","0.6762",,
"2007-08-16","1.3499","158.16","0.6776",,
"2007-08-15","1.3591","160.48","0.6776",,
"2007-08-14","1.3666","161.62","0.6772",,
"2007-08-13","1.3694","162.13","0.6768",,
"2007-08-12","1.3694","162.13","0.6768",,
"2007-08-11","1.3676","161.41","0.6767",,
"2007-08-10","1.3756","163.87","0.6769",,
"2007-08-09","1.3768","164.10","0.6791",,
"2007-08-08","1.3788","163.62","0.6800",,
"2007-08-07","1.3811","162.69","0.6780",,
"2007-08-06","1.3774","162.59","0.6750",,
"2007-08-05","1.3774","162.60","0.6750",,
"2007-08-04","1.3723","163.28","0.6735",,
"2007-08-03","1.3670","162.55","0.6728",,
"2007-08-02","1.3667","161.78","0.6740",,
"2007-08-01","1.3704","163.18","0.6748",,
"2007-07-31","1.3655","161.83","0.6747",,
"2007-07-30","1.3635","161.71","0.6737",,
"2007-07-29","1.3635","161.72","0.6737",,
"2007-07-28","1.3697","162.75","0.6719",,
"2007-07-27","1.3723","164.69","0.6694",,
"2007-07-26","1.3771","165.57","0.6698",,
"2007-07-25","1.3823","166.90","0.6703",,
"2007-07-24","1.3824","167.59","0.6719",,
"2007-07-23","1.3827","167.69","0.6725",,
"2007-07-22","1.3827","167.68","0.6725",,
"2007-07-21","1.3805","168.34","0.6729",,
"2007-07-20","1.3808","168.42","0.6733",,
"2007-07-19","1.3798","168.27","0.6728",,
"2007-07-18","1.3780","168.16","0.6753",,
"2007-07-17","1.3784","168.00","0.6769",,
"2007-07-16","1.3784","168.07","0.6776",,
"2007-07-15","1.3784","168.07","0.6776",,
"2007-07-14","1.3785","168.62","0.6787",,
"2007-07-13","1.3768","168.37","0.6777",,
"2007-07-12","1.3752","167.37","0.6777",,
"2007-07-11","1.3653","167.88","0.6767",,
"2007-07-10","1.3625","168.20","0.6768",,
"2007-07-09","1.3628","168.09","0.6778",,
"2007-07-08","1.3628","168.09","0.6778",,
"2007-07-07","1.3602","167.51","0.6765",,
"2007-07-06","1.3615","167.07","0.6757",,
"2007-07-05","1.3616","166.76","0.6751",,
"2007-07-04","1.3615","166.64","0.6752",,
"2007-07-03","1.3571","166.60","0.6748",,
"2007-07-02","1.3541","166.78","0.6741",,
"2007-07-01","1.3541","166.79","0.6741",,
"2007-06-30","1.3474","166.16","0.6725",,
"2007-06-29","1.3461","165.55","0.6727",,
"2007-06-28","1.3442","164.97","0.6731",,
"2007-06-27","1.3461","166.03","0.6736",,
"2007-06-26","1.3461","166.57","0.6735",,
"2007-06-25","1.3469","166.86","0.6737",,
"2007-06-24","1.3469","166.85","0.6737",,
"2007-06-23","1.3410","166.21","0.6725",,
"2007-06-22","1.3394","165.57","0.6723",,
"2007-06-21","1.3426","165.73","0.6745",,
"2007-06-20","1.3415","165.74","0.6756",,
"2007-06-19","1.3402","165.79","0.6764",,
"2007-06-18","1.3389","165.27","0.6775",,
"2007-06-17","1.3388","165.26","0.6775",,
"2007-06-16","1.3331","164.29","0.6761",,
"2007-06-15","1.3308","163.48","0.6753",,
"2007-06-14","1.3295","162.36","0.6740",,
"2007-06-13","1.3345","162.45","0.6765",,
"2007-06-12","1.3352","162.50","0.6786",,
"2007-06-11","1.3373","162.79","0.6788",,
"2007-06-10","1.3373","162.79","0.6788",,
"2007-06-09","1.3390","162.49","0.6791",,
"2007-06-08","1.3482","163.38","0.6782",,
"2007-06-07","1.3516","163.87","0.6781",,
"2007-06-06","1.3508","164.31","0.6779",,
"2007-06-05","1.3462","164.13","0.6779",,
"2007-06-04","1.3451","164.17","0.6784",,
"2007-06-03","1.3451","164.17","0.6784",,
"2007-06-02","1.3444","163.89","0.6791",,
"2007-06-01","1.3442","163.51","0.6800",,
"2007-05-31","1.3438","163.37","0.6793",,
"2007-05-30","1.3462","163.62","0.6786",,
"2007-05-29","1.3453","163.71","0.6782",,
"2007-05-28","1.3441","163.70","0.6776",,
"2007-05-27","1.3441","163.70","0.6776",,
"2007-05-26","1.3436","163.14","0.6769",,
"2007-05-25","1.3446","163.34","0.6770",,
"2007-05-24","1.3459","163.69","0.6800",,
"2007-05-23","1.3459","163.49","0.6823",,
"2007-05-22","1.3491","163.70","0.6840",,
"2007-05-21","1.3509","163.62","0.6840",,
"2007-05-20","1.3508","163.62","0.6840",,
"2007-05-19","1.3493","163.55","0.6836",,
"2007-05-18","1.3514","163.53","0.6838",,
"2007-05-17","1.3577","163.52","0.6846",,
"2007-05-16","1.3556","163.14","0.6845",,
"2007-05-15","1.3543","162.87","0.6833",,
"2007-05-14","1.3525","162.57","0.6826",,
"2007-05-13","1.3525","162.56","0.6826",,
"2007-05-12","1.3491","161.77","0.6813",,
"2007-05-11","1.3524","162.54","0.6799",,
"2007-05-10","1.3543","162.34","0.6798",,
"2007-05-09","1.3579","162.81","0.6814",,
"2007-05-08","1.3607","163.26","0.6820",,
"2007-05-07","1.3592","163.35","0.6820",,
"2007-05-06","1.3591","163.35","0.6820",,
"2007-05-05","1.3566","163.18","0.6822",,
"2007-05-04","1.3590","163.37","0.6829",,
"2007-05-03","1.3590","163.08","0.6815",,
"2007-05-02","1.3638","163.09","0.6816",,
"2007-05-01","1.3632","162.86","0.6829",,
"2007-04-30","1.3653","163.29","0.6834",,
"2007-04-29","1.3653","163.30","0.6834",,
"2007-04-28","1.3617","162.73","0.6827",,
"2007-04-27","1.3626","162.17","0.6818",,
"2007-04-26","1.3642","161.70","0.6809",,
"2007-04-25","1.3584","161.06","0.6794",,
"2007-04-24","1.3580","161.10","0.6784",,
"2007-04-23","1.3590","161.29","0.6788",,
"2007-04-22","1.3590","161.29","0.6788",,
"2007-04-21","1.3611","161.50","0.6794",,
"2007-04-20","1.3598","160.68","0.6786",,
"2007-04-19","1.3585","161.15","0.6767",,
"2007-04-18","1.3548","161.73","0.6785",,
"2007-04-17","1.3554","161.96","0.6815",,
"2007-04-16","1.3528","161.36","0.6812",,
"2007-04-15","1.3528","161.32","0.6811",,
"2007-04-14","1.3516","160.67","0.6814",,
"2007-04-13","1.3461","160.53","0.6810",,
"2007-04-12","1.3426","160.06","0.6795",,
"2007-04-11","1.3409","159.71","0.6810",,
"2007-04-10","1.3365","159.46","0.6807",,
"2007-04-09","1.3380","159.54","0.6806",,
"2007-04-08","1.3379","159.54","0.6806",,
"2007-04-07","1.3407","159.45","0.6809",,
"2007-04-06","1.3386","158.84","0.6782",,
"2007-04-05","1.3348","158.52","0.6760",,
"2007-04-04","1.3362","158.11","0.6758",,
"2007-04-03","1.3361","157.30","0.6774",,
"2007-04-02","1.3355","157.35","0.6786",,
"2007-04-01","1.3355","157.35","0.6786",,
"2007-03-31","1.3335","157.23","0.6795",,
"2007-03-30","1.3327","156.41","0.6787",,
"2007-03-29","1.3346","156.55","0.6793",,
"2007-03-28","1.3338","157.53","0.6780",,
"2007-03-27","1.3287","156.84","0.6769",,
"2007-03-26","1.3284","156.90","0.6772",,
"2007-03-25","1.3284","156.91","0.6772",,
"2007-03-24","1.3319","157.09","0.6782",,
"2007-03-23","1.3369","157.30","0.6795",,
"2007-03-22","1.3314","156.46","0.6789",,
"2007-03-21","1.3298","156.37","0.6816",,
"2007-03-20","1.3304","155.89","0.6847",,
"2007-03-19","1.3318","155.38","0.6856",,
"2007-03-18","1.3318","155.42","0.6856",,
"2007-03-17","1.3298","155.52","0.6849",,
"2007-03-16","1.3224","155.11","0.6833",,
"2007-03-15","1.3202","153.49","0.6845",,
"2007-03-14","1.3188","154.58","0.6829",,
"2007-03-13","1.3146","155.15","0.6797",,
"2007-03-12","1.3117","155.21","0.6788",,
"2007-03-11","1.3116","155.18","0.6788",,
"2007-03-10","1.3136","154.40","0.6804",,
"2007-03-09","1.3158","153.50","0.6814",,
"2007-03-08","1.3132","152.95","0.6802",,
"2007-03-07","1.3104","152.35","0.6806",,
"2007-03-06","1.3137","152.17","0.6814",,
"2007-03-05","1.3186","154.01","0.6771",,
"2007-03-04","1.3192","154.76","0.6809",,
"2007-03-03","1.3173","154.62","0.6748",,
"2007-03-02","1.3216","156.09","0.6736",,
"2007-03-01","1.3217","156.44","0.6741",,
"2007-02-28","1.3205","158.17","0.6724",,
"2007-02-27","1.3174","159.14","0.6711",,
"2007-02-26","1.3167","159.41","0.6707",,
"2007-02-25","1.3167","159.40","0.6707",,
"2007-02-24","1.3133","159.40","0.6705",,
"2007-02-23","1.3121","158.97","0.6719",,
"2007-02-22","1.3139","158.33","0.6725",,
"2007-02-21","1.3154","157.72","0.6738",,
"2007-02-20","1.3147","157.13","0.6740",,
"2007-02-19","1.3138","156.89","0.6742",,
"2007-02-18","1.3138","156.88","0.6742",,
"2007-02-17","1.3131","156.71","0.6731",,
"2007-02-16","1.3137","157.74","0.6702",,
"2007-02-15","1.3072","158.28","0.6696",,
"2007-02-14","1.2990","157.78","0.6674",,
"2007-02-13","1.2992","158.34","0.6664",,
"2007-02-12","1.3009","158.35","0.6674",,
"2007-02-11","1.3008","158.32","0.6673",,
"2007-02-10","1.3020","158.05","0.6664",,
"2007-02-09","1.3013","157.45","0.6619",,
"2007-02-08","1.2990","156.43","0.6594",,
"2007-02-07","1.2940","155.64","0.6589",,
"2007-02-06","1.2942","156.25","0.6596",,
"2007-02-05","1.2962","157.01","0.6593",,
"2007-02-04","1.2962","157.01","0.6593",,
"2007-02-03","1.3009","157.25","0.6612",,
"2007-02-02","1.3026","157.12","0.6626",,
"2007-02-01","1.2965","157.43","0.6617",,
"2007-01-31","1.2960","157.81","0.6602",,
"2007-01-30","1.2921","157.37","0.6597",,
"2007-01-29","1.2917","156.98","0.6593",,
"2007-01-28","1.2917","156.98","0.6593",,
"2007-01-27","1.2921","156.90","0.6583",,
"2007-01-26","1.2969","156.64","0.6589",,
"2007-01-25","1.3005","157.83","0.6582",,
"2007-01-24","1.2981","157.79","0.6551",,
"2007-01-23","1.2959","157.41","0.6563",,
"2007-01-22","1.2957","157.09","0.6566",,
"2007-01-21","1.2958","157.09","0.6566",,
"2007-01-20","1.2969","157.28","0.6569",,
"2007-01-19","1.2948","156.70","0.6567",,
"2007-01-18","1.2927","155.98","0.6579",,
"2007-01-17","1.2943","155.94","0.6589",,
"2007-01-16","1.2935","155.69","0.6592",,
"2007-01-15","1.2923","155.50","0.6597",,
"2007-01-14","1.2923","155.50","0.6597",,
"2007-01-13","1.2905","155.46","0.6622",,
"2007-01-12","1.2943","155.36","0.6679",,
"2007-01-11","1.2975","154.89","0.6699",,
"2007-01-10","1.3026","155.07","0.6710",,
"2007-01-09","1.3009","154.15","0.6733",,
"2007-01-08","1.3003","154.26","0.6740",,
"2007-01-07","1.3003","154.26","0.6740",,
"2007-01-06","1.3064","154.89","0.6741",,
"2007-01-05","1.3136","156.75","0.6744",,
"2007-01-04","1.3247","157.74","0.6738",,
"2007-01-03","1.3251","157.44","0.6734",,
"2007-01-02","1.3198","157.15","0.6738",,
"2007-01-01","1.3198","157.15","0.6738",,
"2006-12-31","1.3198","157.15","0.6738",,
"2006-12-30","1.3166","156.64","0.6712",,
"2006-12-29","1.3138","156.08","0.6706",,
"2006-12-28","1.3133","156.00","0.6709",,
"2006-12-27","1.3131","156.13","0.6706",,
"2006-12-26","1.3133","156.03","0.6704",,
"2006-12-25","1.3128","156.00","0.6705",,
"2006-12-24","1.3129","156.01","0.6705",,
"2006-12-23","1.3179","156.08","0.6716",,
"2006-12-22","1.3181","155.97","0.6710",,
"2006-12-21","1.3210","156.09","0.6705",,
"2006-12-20","1.3135","155.04","0.6715",,
"2006-12-19","1.3089","154.47","0.6707",,
"2006-12-18","1.3080","154.57","0.6700",,
"2006-12-17","1.3081","154.57","0.6700",,
"2006-12-16","1.3131","154.86","0.6704",,
"2006-12-15","1.3201","155.18","0.6717",,
"2006-12-14","1.3259","155.22","0.6733",,
"2006-12-13","1.3247","154.87","0.6752",,
"2006-12-12","1.3190","154.00","0.6757",,
"2006-12-11","1.3203","153.58","0.6754",,
"2006-12-10","1.3203","153.59","0.6754",,
"2006-12-09","1.3280","153.34","0.6769",,
"2006-12-08","1.3295","153.01","0.6761",,
"2006-12-07","1.3306","152.90","0.6754",,
"2006-12-06","1.3326","153.33","0.6742",,
"2006-12-05","1.3323","153.87","0.6735",,
"2006-12-04","1.3338","153.97","0.6733",,
"2006-12-03","1.3338","153.98","0.6733",,
"2006-12-02","1.3265","153.56","0.6732",,
"2006-12-01","1.3190","153.18","0.6751",,
"2006-11-30","1.3176","152.92","0.6755",,
"2006-11-29","1.3146","152.65","0.6768",,
"2006-11-28","1.3131","152.21","0.6776",,
"2006-11-27","1.3096","151.77","0.6776",,
"2006-11-26","1.3093","151.73","0.6776",,
"2006-11-25","1.3017","151.07","0.6766",,
"2006-11-24","1.2946","150.79","0.6762",,
"2006-11-23","1.2879","151.15","0.6758",,
"2006-11-22","1.2819","151.31","0.6754",,
"2006-11-21","1.2830","151.38","0.6768",,
"2006-11-20","1.2828","151.05","0.6771",,
"2006-11-19","1.2827","151.05","0.6770",,
"2006-11-18","1.2793","151.17","0.6774",,
"2006-11-17","1.2816","151.26","0.6786",,
"2006-11-16","1.2809","150.96","0.6770",,
"2006-11-15","1.2821","150.94","0.6746",,
"2006-11-14","1.2843","151.11","0.6729",,
"2006-11-13","1.2841","151.04","0.6721",,
"2006-11-12","1.2841","151.04","0.6721",,
"2006-11-11","1.2857","151.14","0.6728",,
"2006-11-10","1.2780","150.75","0.6710",,
"2006-11-09","1.2777","150.35","0.6704",,
"2006-11-08","1.2761","150.40","0.6703",,
"2006-11-07","1.2710","150.22","0.6694",,
"2006-11-06","1.2716","150.08","0.6689",,
"2006-11-05","1.2717","150.08","0.6689",,
"2006-11-04","1.2756","149.75","0.6693",,
"2006-11-03","1.2761","149.47","0.6689",,
"2006-11-02","1.2762","149.28","0.6688",,
"2006-11-01","1.2721","149.44","0.6689",,
"2006-10-31","1.2725","149.43","0.6701",,
"2006-10-30","1.2741","149.84","0.6712",,
"2006-10-29","1.2741","149.85","0.6712",,
"2006-10-28","1.2704","150.17","0.6713",,
"2006-10-27","1.2648","150.19","0.6715",,
"2006-10-26","1.2575","149.89","0.6705",,
"2006-10-25","1.2548","149.82","0.6703",,
"2006-10-24","1.2582","149.73","0.6703",,
"2006-10-23","1.2618","149.82","0.6700",,
"2006-10-22","1.2618","149.81","0.6700",,
"2006-10-21","1.2624","149.46","0.6714",,
"2006-10-20","1.2564","149.07","0.6716",,
"2006-10-19","1.2537","148.87","0.6704",,
"2006-10-18","1.2538","149.06","0.6721",,
"2006-10-17","1.2512","149.44","0.6734",,
"2006-10-16","1.2512","149.68","0.6743",,
"2006-10-15","1.2513","149.68","0.6743",,
"2006-10-14","1.2545","149.83","0.6747",,
"2006-10-13","1.2536","149.89","0.6753",,
"2006-10-12","1.2540","150.00","0.6759",,
"2006-10-11","1.2569","150.03","0.6751",,
"2006-10-10","1.2599","150.01","0.6744",,
"2006-10-09","1.2601","149.98","0.6736",,
"2006-10-08","1.2601","149.96","0.6738",,
