"End Date","EUR/USD","EUR/JPY","EUR/GBP","",""
"2011-04-29","1.4823","121.14","0.8893",,
"2011-04-28","1.4686","120.34","0.8884",,
"2011-04-27","1.4591","119.24","0.8855",,
"2011-04-26","1.4576","119.56","0.8829",,
"2011-04-25","1.4562","119.24","0.8820",,
"2011-04-24","1.4562","119.25","0.8821",,
"2011-04-23","1.4558","119.23","0.8815",,
"2011-04-22","1.4575","119.60","0.8836",,
"2011-04-21","1.4448","119.46","0.8829",,
"2011-04-20","1.4271","117.73","0.8765",,
"2011-04-19","1.4321","118.60","0.8799",,
"2011-04-18","1.4429","119.96","0.8838",,
"2011-04-17","1.4430","119.96","0.8838",,
"2011-04-16","1.4459","120.47","0.8850",,
"2011-04-15","1.4457","120.64","0.8859",,
"2011-04-14","1.4478","121.50","0.8900",,
"2011-04-13","1.4446","121.46","0.8869",,
"2011-04-12","1.4452","122.45","0.8832",,
"2011-04-11","1.4472","122.69","0.8840",,
"2011-04-10","1.4478","122.70","0.8840",,
"2011-04-09","1.4392","122.46","0.8797",,
"2011-04-08","1.4299","121.80","0.8766",,
"2011-04-07","1.4285","121.77","0.8756",,
"2011-04-06","1.4200","119.88","0.8768",,
"2011-04-05","1.4225","119.59","0.8816",,
"2011-04-04","1.4237","119.68","0.8834",,
"2011-04-03","1.4237","119.67","0.8835",,
"2011-04-02","1.4169","118.73","0.8826",,
"2011-04-01","1.4170","117.45","0.8811",,
"2011-03-31","1.4099","116.83","0.8794",,
"2011-03-30","1.4091","115.53","0.8810",,
"2011-03-29","1.4065","114.87","0.8790",,
"2011-03-28","1.4081","114.58","0.8780",,
"2011-03-27","1.4088","114.62","0.8782",,
"2011-03-26","1.4146","114.77","0.8793",,
"2011-03-25","1.4123","114.31","0.8720",,
"2011-03-24","1.4158","114.56","0.8680",,
"2011-03-23","1.4219","115.18","0.8700",,
"2011-03-22","1.4182","114.90","0.8726",,
"2011-03-21","1.4183","114.34","0.8735",,
"2011-03-20","1.4182","114.30","0.8735",,
"2011-03-19","1.4092","114.21","0.8720",,
"2011-03-18","1.3969","110.21","0.8689",,
"2011-03-17","1.3952","112.50","0.8686",,
"2011-03-16","1.3948","113.45","0.8666",,
"2011-03-15","1.3954","114.23","0.8666",,
"2011-03-14","1.3911","113.87","0.8649",,
"2011-03-13","1.3903","113.80","0.8645",,
"2011-03-12","1.3821","114.03","0.8614",,
"2011-03-11","1.3851","114.80","0.8580",,
"2011-03-10","1.3899","115.04","0.8591",,
"2011-03-09","1.3939","114.94","0.8615",,
"2011-03-08","1.3990","115.00","0.8605",,
"2011-03-07","1.3988","115.14","0.8598",,
"2011-03-06","1.3986","115.09","0.8597",,
"2011-03-05","1.3968","115.12","0.8585",,
"2011-03-04","1.3887","113.87","0.8521",,
"2011-03-03","1.3806","113.03","0.8482",,
"2011-03-02","1.3814","113.29","0.8486",,
"2011-03-01","1.3785","112.71","0.8525",,
"2011-02-28","1.3753","112.34","0.8533",,
"2011-02-27","1.3753","112.33","0.8533",,
"2011-02-26","1.3792","112.91","0.8559",,
"2011-02-25","1.3773","112.94","0.8509",,
"2011-02-24","1.3714","113.38","0.8466",,
"2011-02-23","1.3632","113.23","0.8433",,
"2011-02-22","1.3680","113.73","0.8429",,
"2011-02-21","1.3697","113.89","0.8426",,
"2011-02-20","1.3693","113.89","0.8425",,
"2011-02-19","1.3617","113.43","0.8406",,
"2011-02-18","1.3579","113.39","0.8422",,
"2011-02-17","1.3526","113.25","0.8397",,
"2011-02-16","1.3506","112.85","0.8399",,
"2011-02-15","1.3499","112.47","0.8423",,
"2011-02-14","1.3548","113.04","0.8462",,
"2011-02-13","1.3551","113.07","0.8464",,
"2011-02-12","1.3557","113.13","0.8453",,
"2011-02-11","1.3662","113.06","0.8494",,
"2011-02-10","1.3660","112.58","0.8497",,
"2011-02-09","1.3625","111.98","0.8458",,
"2011-02-08","1.3578","111.74","0.8422",,
"2011-02-07","1.3578","111.61","0.8431",,
"2011-02-06","1.3581","111.63","0.8432",,
"2011-02-05","1.3615","111.31","0.8447",,
"2011-02-04","1.3748","112.24","0.8493",,
"2011-02-03","1.3821","112.65","0.8548",,
"2011-02-02","1.3748","112.39","0.8548",,
"2011-02-01","1.3643","111.98","0.8577",,
"2011-01-31","1.3608","111.73","0.8584",,
"2011-01-30","1.3611","111.79","0.8585",,
"2011-01-29","1.3691","112.98","0.8618",,
"2011-01-28","1.3709","113.19","0.8609",,
"2011-01-27","1.3686","112.49","0.8640",,
"2011-01-26","1.3642","112.43","0.8585",,
"2011-01-25","1.3607","112.51","0.8519",,
"2011-01-24","1.3616","112.47","0.8514",,
"2011-01-23","1.3618","112.47","0.8514",,
"2011-01-22","1.3525","112.02","0.8487",,
"2011-01-21","1.3461","110.91","0.8443",,
"2011-01-20","1.3455","110.64","0.8413",,
"2011-01-19","1.3348","110.25","0.8366",,
"2011-01-18","1.3318","110.25","0.8388",,
"2011-01-17","1.3387","110.93","0.8436",,
"2011-01-16","1.3386","110.93","0.8436",,
"2011-01-15","1.3357","110.55","0.8428",,
"2011-01-14","1.3194","109.44","0.8360",,
"2011-01-13","1.3021","108.32","0.8318",,
"2011-01-12","1.2948","107.57","0.8315",,
"2011-01-11","1.2914","107.22","0.8310",,
"2011-01-10","1.2906","107.34","0.8302",,
"2011-01-09","1.2908","107.35","0.8302",,
"2011-01-08","1.2979","108.12","0.8384",,
"2011-01-07","1.3106","109.03","0.8455",,
"2011-01-06","1.3238","109.11","0.8512",,
"2011-01-05","1.3352","109.49","0.8590",,
"2011-01-04","1.3326","108.47","0.8589",,
"2011-01-03","1.3377","108.48","0.8571",,
"2011-01-02","1.3381","108.50","0.8573",,
"2011-01-01","1.3341","108.55","0.8606",,
"2010-12-31","1.3253","108.07","0.8567",,
"2010-12-30","1.3141","107.93","0.8528",,
"2010-12-29","1.3196","108.71","0.8549",,
"2010-12-28","1.3136","108.84","0.8520",,
"2010-12-27","1.3121","108.76","0.8501",,
"2010-12-26","1.3122","108.78","0.8501",,
"2010-12-25","1.3121","108.85","0.8498",,
"2010-12-24","1.3105","108.99","0.8506",,
"2010-12-23","1.3117","109.73","0.8493",,
"2010-12-22","1.3145","110.03","0.8477",,
"2010-12-21","1.3149","110.25","0.8471",,
"2010-12-20","1.3187","110.74","0.8489",,
"2010-12-19","1.3189","110.76","0.8489",,
"2010-12-18","1.3251","111.26","0.8502",,
"2010-12-17","1.3224","111.35","0.8488",,
"2010-12-16","1.3326","111.82","0.8492",,
"2010-12-15","1.3409","111.82","0.8466",,
"2010-12-14","1.3261","111.26","0.8395",,
"2010-12-13","1.3226","111.04","0.8369",,
"2010-12-12","1.3227","111.04","0.8369",,
"2010-12-11","1.3240","110.89","0.8383",,
"2010-12-10","1.3255","111.18","0.8395",,
"2010-12-09","1.3237","111.02","0.8401",,
"2010-12-08","1.3331","110.35","0.8458",,
"2010-12-07","1.3329","110.34","0.8479",,
"2010-12-06","1.3417","110.73","0.8503",,
"2010-12-05","1.3417","110.72","0.8503",,
"2010-12-04","1.3268","110.67","0.8479",,
"2010-12-03","1.3154","110.57","0.8431",,
"2010-12-02","1.3056","109.45","0.8376",,
"2010-12-01","1.3064","109.64","0.8401",,
"2010-11-30","1.3192","111.01","0.8465",,
"2010-11-29","1.3248","111.32","0.8496",,
"2010-11-28","1.3242","111.28","0.8494",,
"2010-11-27","1.3280","111.37","0.8463",,
"2010-11-26","1.3338","111.43","0.8461",,
"2010-11-25","1.3371","111.35","0.8465",,
"2010-11-24","1.3527","112.67","0.8505",,
"2010-11-23","1.3700","114.31","0.8566",,
"2010-11-22","1.3678","114.27","0.8559",,
"2010-11-21","1.3673","114.24","0.8555",,
"2010-11-20","1.3662","113.98","0.8528",,
"2010-11-19","1.3599","113.31","0.8522",,
"2010-11-18","1.3506","112.56","0.8498",,
"2010-11-17","1.3577","112.94","0.8485",,
"2010-11-16","1.3655","113.05","0.8483",,
"2010-11-15","1.3690","112.98","0.8495",,
"2010-11-14","1.3691","112.99","0.8496",,
"2010-11-13","1.3665","112.47","0.8487",,
"2010-11-12","1.3739","113.05","0.8516",,
"2010-11-11","1.3766","112.88","0.8586",,
"2010-11-10","1.3885","112.46","0.8618",,
"2010-11-09","1.3958","113.33","0.8646",,
"2010-11-08","1.4031","114.04","0.8670",,
"2010-11-07","1.4031","114.04","0.8670",,
"2010-11-06","1.4146","114.52","0.8714",,
"2010-11-05","1.4181","114.67","0.8764",,
"2010-11-04","1.4038","113.54","0.8736",,
"2010-11-03","1.3965","112.64","0.8709",,
"2010-11-02","1.3945","112.29","0.8689",,
"2010-11-01","1.3949","112.11","0.8696",,
"2010-10-31","1.3947","112.11","0.8695",,
"2010-10-30","1.3893","112.10","0.8697",,
"2010-10-29","1.3874","112.68","0.8738",,
"2010-10-28","1.3795","112.71","0.8731",,
"2010-10-27","1.3907","112.90","0.8787",,
"2010-10-26","1.4015","113.09","0.8903",,
"2010-10-25","1.3958","113.55","0.8900",,
"2010-10-24","1.3956","113.54","0.8897",,
"2010-10-23","1.3928","113.21","0.8875",,
"2010-10-22","1.3970","113.37","0.8867",,
"2010-10-21","1.3873","112.66","0.8793",,
"2010-10-20","1.3847","112.90","0.8780",,
"2010-10-19","1.3925","113.10","0.8757",,
"2010-10-18","1.3979","113.84","0.8743",,
"2010-10-17","1.3977","113.84","0.8741",,
"2010-10-16","1.4042","114.16","0.8762",,
"2010-10-15","1.4075","114.44","0.8793",,
"2010-10-14","1.3964","114.27","0.8807",,
"2010-10-13","1.3849","113.40","0.8748",,
"2010-10-12","1.3924","114.22","0.8747",,
"2010-10-11","1.3942","114.29","0.8738",,
"2010-10-10","1.3938","114.22","0.8733",,
"2010-10-09","1.3918","114.37","0.8752",,
"2010-10-08","1.3942","114.99","0.8764",,
"2010-10-07","1.3879","115.21","0.8733",,
"2010-10-06","1.3782","114.91","0.8684",,
"2010-10-05","1.3708","114.27","0.8665",,
"2010-10-04","1.3792","114.79","0.8720",,
"2010-10-03","1.3791","114.77","0.8718",,
"2010-10-02","1.3726","114.38","0.8684",,
"2010-10-01","1.3624","113.64","0.8624",,
"2010-09-30","1.3611","113.87","0.8611",,
"2010-09-29","1.3499","113.44","0.8537",,
"2010-09-28","1.3469","113.44","0.8507",,
"2010-09-27","1.3491","113.62","0.8525",,
"2010-09-26","1.3492","113.62","0.8525",,
"2010-09-25","1.3420","113.37","0.8520",,
"2010-09-24","1.3351","112.74","0.8514",,
"2010-09-23","1.3359","113.06","0.8530",,
"2010-09-22","1.3138","112.16","0.8445",,
"2010-09-21","1.3077","112.07","0.8385",,
"2010-09-20","1.3051","112.06","0.8349",,
"2010-09-19","1.3051","112.07","0.8348",,
"2010-09-18","1.3085","112.23","0.8361",,
"2010-09-17","1.3058","111.81","0.8365",,
"2010-09-16","1.2992","110.95","0.8352",,
"2010-09-15","1.2921","107.52","0.8357",,
"2010-09-14","1.2834","107.67","0.8319",,
"2010-09-13","1.2685","106.76","0.8259",,
"2010-09-12","1.2681","106.72","0.8258",,
"2010-09-11","1.2712","106.88","0.8254",,
"2010-09-10","1.2710","106.45","0.8238",,
"2010-09-09","1.2715","106.51","0.8229",,
"2010-09-08","1.2748","106.88","0.8305",,
"2010-09-07","1.2885","108.53","0.8362",,
"2010-09-06","1.2895","108.70","0.8346",,
"2010-09-05","1.2896","108.72","0.8345",,
"2010-09-04","1.2853","108.53","0.8330",,
"2010-09-03","1.2814","107.91","0.8322",,
"2010-09-02","1.2780","107.72","0.8287",,
"2010-09-01","1.2682","106.83","0.8241",,
"2010-08-31","1.2702","107.75","0.8188",,
"2010-08-30","1.2763","108.76","0.8219",,
"2010-08-29","1.2763","108.75","0.8219",,
"2010-08-28","1.2727","108.08","0.8207",,
"2010-08-27","1.2710","107.53","0.8178",,
"2010-08-26","1.2654","106.93","0.8199",,
"2010-08-25","1.2647","106.69","0.8199",,
"2010-08-24","1.2692","108.24","0.8164",,
"2010-08-23","1.2710","108.83","0.8183",,
"2010-08-22","1.2711","108.84","0.8183",,
"2010-08-21","1.2735","108.90","0.8200",,
"2010-08-20","1.2828","109.64","0.8222",,
"2010-08-19","1.2867","109.85","0.8248",,
"2010-08-18","1.2873","109.95","0.8240",,
"2010-08-17","1.2818","109.64","0.8201",,
"2010-08-16","1.2755","109.92","0.8180",,
"2010-08-15","1.2754","109.92","0.8181",,
"2010-08-14","1.2812","110.21","0.8209",,
"2010-08-13","1.2852","110.03","0.8230",,
"2010-08-12","1.2981","110.59","0.8260",,
"2010-08-11","1.3146","112.79","0.8327",,
"2010-08-10","1.3255","113.59","0.8314",,
"2010-08-09","1.3281","113.56","0.8330",,
"2010-08-08","1.3280","113.57","0.8330",,
"2010-08-07","1.3232","113.36","0.8312",,
"2010-08-06","1.3173","113.31","0.8298",,
"2010-08-05","1.3188","113.17","0.8289",,
"2010-08-04","1.3216","113.63","0.8298",,
"2010-08-03","1.3118","113.57","0.8288",,
"2010-08-02","1.3052","112.86","0.8320",,
"2010-08-01","1.3051","112.87","0.8320",,
"2010-07-31","1.3043","112.69","0.8338",,
"2010-07-30","1.3064","113.71","0.8364",,
"2010-07-29","1.3001","114.02","0.8336",,
"2010-07-28","1.2997","113.72","0.8369",,
"2010-07-27","1.2948","112.84","0.8363",,
"2010-07-26","1.2908","112.92","0.8370",,
"2010-07-25","1.2911","112.92","0.8371",,
"2010-07-24","1.2889","112.40","0.8381",,
"2010-07-23","1.2852","111.53","0.8431",,
"2010-07-22","1.2828","111.73","0.8419",,
"2010-07-21","1.2923","112.50","0.8476",,
"2010-07-20","1.2947","112.43","0.8481",,
"2010-07-19","1.2928","111.94","0.8450",,
"2010-07-18","1.2930","111.96","0.8451",,
"2010-07-17","1.2942","112.39","0.8425",,
"2010-07-16","1.2832","112.64","0.8362",,
"2010-07-15","1.2725","112.75","0.8346",,
"2010-07-14","1.2630","111.69","0.8363",,
"2010-07-13","1.2582","111.58","0.8379",,
"2010-07-12","1.2639","112.01","0.8390",,
"2010-07-11","1.2640","112.01","0.8391",,
"2010-07-10","1.2660","112.10","0.8370",,
"2010-07-09","1.2665","111.86","0.8357",,
"2010-07-08","1.2601","110.03","0.8317",,
"2010-07-07","1.2598","110.45","0.8303",,
"2010-07-06","1.2534","110.05","0.8278",,
"2010-07-05","1.2565","110.24","0.8259",,
"2010-07-04","1.2566","110.25","0.8258",,
"2010-07-03","1.2537","110.08","0.8257",,
"2010-07-02","1.2361","108.64","0.8228",,
"2010-07-01","1.2250","108.51","0.8167",,
"2010-06-30","1.2207","108.21","0.8100",,
"2010-06-29","1.2334","110.19","0.8182",,
"2010-06-28","1.2370","110.37","0.8220",,
"2010-06-27","1.2369","110.36","0.8220",,
"2010-06-26","1.2325","110.28","0.8238",,
"2010-06-25","1.2318","110.29","0.8231",,
"2010-06-24","1.2273","110.72","0.8240",,
"2010-06-23","1.2291","111.44","0.8318",,
"2010-06-22","1.2386","112.79","0.8349",,
"2010-06-21","1.2394","112.37","0.8359",,
"2010-06-20","1.2371","112.28","0.8355",,
"2010-06-19","1.2378","112.32","0.8353",,
"2010-06-18","1.2346","112.44","0.8357",,
"2010-06-17","1.2307","112.56","0.8315",,
"2010-06-16","1.2269","112.06","0.8307",,
"2010-06-15","1.2229","112.25","0.8309",,
"2010-06-14","1.2112","111.03","0.8324",,
"2010-06-13","1.2112","111.01","0.8324",,
"2010-06-12","1.2100","110.84","0.8281",,
"2010-06-11","1.2074","110.10","0.8252",,
"2010-06-10","1.1990","109.60","0.8263",,
"2010-06-09","1.1947","109.25","0.8278",,
"2010-06-08","1.1943","109.49","0.8254",,
"2010-06-07","1.1965","110.04","0.8279",,
"2010-06-06","1.1968","110.08","0.8280",,
"2010-06-05","1.2087","111.52","0.8297",,
"2010-06-04","1.2239","113.22","0.8352",,
"2010-06-03","1.2222","112.32","0.8338",,
"2010-06-02","1.2227","111.35","0.8385",,
"2010-06-01","1.2302","112.38","0.8479",,
"2010-05-31","1.2271","111.74","0.8494",,
"2010-05-30","1.2273","111.76","0.8493",,
"2010-05-29","1.2343","112.40","0.8499",,
"2010-05-28","1.2300","111.38","0.8474",,
"2010-05-27","1.2264","110.66","0.8518",,
"2010-05-26","1.2260","110.07","0.8552",,
"2010-05-25","1.2420","112.17","0.8605",,
"2010-05-24","1.2577","113.20","0.8683",,
"2010-05-23","1.2573","113.17","0.8683",,
"2010-05-22","1.2556","112.92","0.8708",,
"2010-05-21","1.2395","112.31","0.8636",,
"2010-05-20","1.2268","112.39","0.8557",,
"2010-05-19","1.2353","114.38","0.8560",,
"2010-05-18","1.2329","113.78","0.8550",,
"2010-05-17","1.2355","114.24","0.8505",,
"2010-05-16","1.2359","114.29","0.8505",,
"2010-05-15","1.2461","115.17","0.8554",,
"2010-05-14","1.2596","117.11","0.8542",,
"2010-05-13","1.2657","117.67","0.8499",,
"2010-05-12","1.2710","117.79","0.8552",,
"2010-05-11","1.2910","120.24","0.8649",,
"2010-05-10","1.2776","117.02","0.8628",,
"2010-05-09","1.2757","116.85","0.8622",,
"2010-05-08","1.2715","116.90","0.8638",,
"2010-05-07","1.2734","118.24","0.8492",,
"2010-05-06","1.2904","121.87","0.8532",,
"2010-05-05","1.3092","123.84","0.8624",,
"2010-05-04","1.3217","124.67","0.8668",,
"2010-05-03","1.3298","124.79","0.8702",,
"2010-05-02","1.3290","124.71","0.8701",,
"2010-05-01","1.3297","125.21","0.8667",,
"2010-04-30","1.3238","124.50","0.8678",,
"2010-04-29","1.3191","123.71","0.8676",,
"2010-04-28","1.3299","124.41","0.8669",,
"2010-04-27","1.3342","125.59","0.8633",,
"2010-04-26","1.3382","125.74","0.8700",,
"2010-04-25","1.3383","125.75","0.8703",,
"2010-04-24","1.3314","124.87","0.8670",,
"2010-04-23","1.3343","124.23","0.8665",,
"2010-04-22","1.3406","124.97","0.8707",,
"2010-04-21","1.3468","125.20","0.8767",,
"2010-04-20","1.3456","123.93","0.8815",,
"2010-04-19","1.3496","124.40","0.8789",,
"2010-04-18","1.3501","124.45","0.8788",,
"2010-04-17","1.3522","125.03","0.8772",,
"2010-04-16","1.3575","126.48","0.8774",,
"2010-04-15","1.3642","127.32","0.8834",,
"2010-04-14","1.3588","126.40","0.8834",,
"2010-04-13","1.3606","126.97","0.8831",,
"2010-04-12","1.3499","125.86","0.8785",,
"2010-04-11","1.3500","125.80","0.8782",,
"2010-04-10","1.3421","125.45","0.8745",,
"2010-04-09","1.3328","124.17","0.8755",,
"2010-04-08","1.3365","125.28","0.8776",,
"2010-04-07","1.3399","125.81","0.8811",,
"2010-04-06","1.3489","127.34","0.8836",,
"2010-04-05","1.3498","127.70","0.8874",,
"2010-04-04","1.3498","127.70","0.8877",,
"2010-04-03","1.3541","127.42","0.8883",,
"2010-04-02","1.3529","126.78","0.8872",,
"2010-04-01","1.3486","125.86","0.8903",,
"2010-03-31","1.3454","124.70","0.8928",,
"2010-03-30","1.3466","124.64","0.8992",,
"2010-03-29","1.3419","124.12","0.9003",,
"2010-03-28","1.3389","124.07","0.9001",,
"2010-03-27","1.3382","123.86","0.8997",,
"2010-03-26","1.3325","123.04","0.8950",,
"2010-03-25","1.3364","122.33","0.8951",,
"2010-03-24","1.3516","122.10","0.8987",,
"2010-03-23","1.3526","122.15","0.9002",,
"2010-03-22","1.3530","122.53","0.9012",,
"2010-03-21","1.3534","122.53","0.9013",,
"2010-03-20","1.3561","122.72","0.8961",,
"2010-03-19","1.3651","123.21","0.8939",,
"2010-03-18","1.3765","124.49","0.8995",,
"2010-03-17","1.3724","124.06","0.9065",,
"2010-03-16","1.3702","124.14","0.9088",,
"2010-03-15","1.3769","124.75","0.9057",,
"2010-03-14","1.3769","124.69","0.9056",,
"2010-03-13","1.3745","124.48","0.9081",,
"2010-03-12","1.3658","123.60","0.9093",,
"2010-03-11","1.3616","123.09","0.9111",,
"2010-03-10","1.3588","122.15","0.9069",,
"2010-03-09","1.3654","123.36","0.9030",,
"2010-03-08","1.3625","122.97","0.9002",,
"2010-03-07","1.3625","122.94","0.9001",,
"2010-03-06","1.3595","122.12","0.9021",,
"2010-03-05","1.3631","120.94","0.9052",,
"2010-03-04","1.3663","121.13","0.9073",,
"2010-03-03","1.3553","120.67","0.9071",,
"2010-03-02","1.3565","121.03","0.9033",,
"2010-03-01","1.3632","121.23","0.8949",,
"2010-02-28","1.3629","121.21","0.8945",,
"2010-02-27","1.3600","121.19","0.8924",,
"2010-02-26","1.3501","120.47","0.8834",,
"2010-02-25","1.3548","122.11","0.8780",,
"2010-02-24","1.3578","123.04","0.8784",,
"2010-02-23","1.3608","124.30","0.8793",,
"2010-02-22","1.3615","124.59","0.8799",,
"2010-02-21","1.3612","124.58","0.8798",,
"2010-02-20","1.3523","124.17","0.8772",,
"2010-02-19","1.3584","123.65","0.8701",,
"2010-02-18","1.3696","124.28","0.8700",,
"2010-02-17","1.3691","123.27","0.8711",,
"2010-02-16","1.3604","122.47","0.8684",,
"2010-02-15","1.3631","122.60","0.8683",,
"2010-02-14","1.3633","122.60","0.8682",,
"2010-02-13","1.3634","122.56","0.8701",,
"2010-02-12","1.3731","123.38","0.8786",,
"2010-02-11","1.3761","123.51","0.8788",,
"2010-02-10","1.3718","122.75","0.8782",,
"2010-02-09","1.3667","122.10","0.8758",,
"2010-02-08","1.3683","122.12","0.8736",,
"2010-02-07","1.3679","122.07","0.8734",,
"2010-02-06","1.3689","122.43","0.8721",,
"2010-02-05","1.3843","125.28","0.8732",,
"2010-02-04","1.3958","126.48","0.8739",,
"2010-02-03","1.3935","126.27","0.8737",,
"2010-02-02","1.3893","125.53","0.8719",,
"2010-02-01","1.3863","125.08","0.8678",,
"2010-01-31","1.3863","125.14","0.8676",,
"2010-01-30","1.3935","125.65","0.8656",,
"2010-01-29","1.4003","126.21","0.8648",,
"2010-01-28","1.4061","125.81","0.8699",,
"2010-01-27","1.4106","126.80","0.8713",,
"2010-01-26","1.4156","127.64","0.8763",,
"2010-01-25","1.4142","127.15","0.8779",,
"2010-01-24","1.4136","126.98","0.8777",,
"2010-01-23","1.4128","127.35","0.8732",,
"2010-01-22","1.4091","128.64","0.8682",,
"2010-01-21","1.4184","129.24","0.8701",,
"2010-01-20","1.4348","130.24","0.8759",,
"2010-01-19","1.4374","130.55","0.8812",,
"2010-01-18","1.4383","130.56","0.8845",,
"2010-01-17","1.4386","130.59","0.8846",,
"2010-01-16","1.4416","131.16","0.8844",,
"2010-01-15","1.4513","132.76","0.8906",,
"2010-01-14","1.4503","132.32","0.8940",,
"2010-01-13","1.4497","132.94","0.8991",,
"2010-01-12","1.4504","133.86","0.9001",,
"2010-01-11","1.4412","133.52","0.8989",,
"2010-01-10","1.4410","133.53","0.8988",,
"2010-01-09","1.4333","133.45","0.8970",,
"2010-01-08","1.4366","133.22","0.8998",,
"2010-01-07","1.4366","132.38","0.8983",,
"2010-01-06","1.4417","132.56","0.8978",,
"2010-01-05","1.4354","133.19","0.8899",,
"2010-01-04","1.4313","133.31","0.8864",,
"2010-01-03","1.4389","133.26","0.8868",,
"2010-01-02","1.4312","133.34","0.8864",,
"2010-01-01","1.4368","133.00","0.8909",,
"2009-12-31","1.4333","132.20","0.9000",,
"2009-12-30","1.4389","132.03","0.9000",,
"2009-12-29","1.4389","131.72","0.9007",,
"2009-12-28","1.4388","131.52","0.9024",,
"2009-12-27","1.4398","131.19","0.9002",,
"2009-12-26","1.4384","131.52","0.9014",,
"2009-12-25","1.4361","131.39","0.8991",,
"2009-12-24","1.4278","130.92","0.8948",,
"2009-12-23","1.4285","130.59","0.8914",,
"2009-12-22","1.4326","129.79","0.8890",,
"2009-12-21","1.4336","129.70","0.8873",,
"2009-12-20","1.4338","129.73","0.8874",,
"2009-12-19","1.4352","129.24","0.8880",,
"2009-12-18","1.4406","129.60","0.8887",,
"2009-12-17","1.4547","130.40","0.8924",,
"2009-12-16","1.4590","130.12","0.8967",,
"2009-12-15","1.4646","129.88","0.9010",,
"2009-12-14","1.4618","130.19","0.8989",,
"2009-12-13","1.4617","130.19","0.8988",,
"2009-12-12","1.4705","130.68","0.9033",,
"2009-12-11","1.4727","129.80","0.9049",,
"2009-12-10","1.4723","129.68","0.9056",,
"2009-12-09","1.4798","131.41","0.9042",,
"2009-12-08","1.4845","133.42","0.9035",,
"2009-12-07","1.4857","134.50","0.9022",,
"2009-12-06","1.4856","134.52","0.9019",,
"2009-12-05","1.5008","133.25","0.9065",,
"2009-12-04","1.5091","132.65","0.9071",,
"2009-12-03","1.5079","131.32","0.9067",,
"2009-12-02","1.5051","130.62","0.9112",,
"2009-12-01","1.5027","129.89","0.9108",,
"2009-11-30","1.4992","129.84","0.9081",,
"2009-11-29","1.4989","129.71","0.9082",,
"2009-11-28","1.4939","129.05","0.9094",,
"2009-11-27","1.5076","130.94","0.9082",,
"2009-11-26","1.5029","132.24","0.9024",,
"2009-11-25","1.4950","132.62","0.9023",,
"2009-11-24","1.4945","132.87","0.9019",,
"2009-11-23","1.4864","132.10","0.9005",,
"2009-11-22","1.4863","132.11","0.9004",,
"2009-11-21","1.4884","132.37","0.8980",,
"2009-11-20","1.4905","132.73","0.8938",,
"2009-11-19","1.4918","133.13","0.8885",,
"2009-11-18","1.4919","132.99","0.8874",,
"2009-11-17","1.4962","133.85","0.8940",,
"2009-11-16","1.4906","133.58","0.8938",,
"2009-11-15","1.4903","133.57","0.8938",,
"2009-11-14","1.4875","133.85","0.8941",,
"2009-11-13","1.4947","134.53","0.9022",,
"2009-11-12","1.4998","134.65","0.8993",,
"2009-11-11","1.4983","134.69","0.8966",,
"2009-11-10","1.4953","134.55","0.8938",,
"2009-11-09","1.4852","133.52","0.8938",,
"2009-11-08","1.4848","133.48","0.8938",,
"2009-11-07","1.4869","134.43","0.8961",,
"2009-11-06","1.4856","134.44","0.8977",,
"2009-11-05","1.4769","133.79","0.8957",,
"2009-11-04","1.4729","132.92","0.9001",,
"2009-11-03","1.4760","132.96","0.8999",,
"2009-11-02","1.4716","132.51","0.8948",,
"2009-11-01","1.4716","132.54","0.8947",,
"2009-10-31","1.4806","134.65","0.8959",,
"2009-10-30","1.4758","134.10","0.8971",,
"2009-10-29","1.4787","134.85","0.9034",,
"2009-10-28","1.4857","136.74","0.9087",,
"2009-10-27","1.4991","137.85","0.9190",,
"2009-10-26","1.5007","138.13","0.9199",,
"2009-10-25","1.5007","138.16","0.9198",,
"2009-10-24","1.5025","137.84","0.9109",,
"2009-10-23","1.4998","136.86","0.9041",,
"2009-10-22","1.4957","135.90","0.9065",,
"2009-10-21","1.4958","135.37","0.9120",,
"2009-10-20","1.4913","135.38","0.9131",,
"2009-10-19","1.4907","135.49","0.9116",,
"2009-10-18","1.4907","135.49","0.9114",,
"2009-10-17","1.4913","135.54","0.9132",,
"2009-10-16","1.4931","134.28","0.9244",,
"2009-10-15","1.4886","133.06","0.9328",,
"2009-10-14","1.4804","132.92","0.9362",,
"2009-10-13","1.4743","132.68","0.9323",,
"2009-10-12","1.4730","132.17","0.9297",,
"2009-10-11","1.4731","132.20","0.9297",,
"2009-10-10","1.4737","131.43","0.9228",,
"2009-10-09","1.4756","130.46","0.9204",,
"2009-10-08","1.4699","130.39","0.9241",,
"2009-10-07","1.4710","131.03","0.9227",,
"2009-10-06","1.4628","131.24","0.9168",,
"2009-10-05","1.4580","130.91","0.9142",,
"2009-10-04","1.4576","130.90","0.9140",,
"2009-10-03","1.4556","130.21","0.9152",,
"2009-10-02","1.4585","131.02","0.9132",,
"2009-10-01","1.4623","131.25","0.9129",,
"2009-09-30","1.4591","131.28","0.9165",,
"2009-09-29","1.4634","130.78","0.9226",,
"2009-09-28","1.4691","131.72","0.9208",,
"2009-09-27","1.4689","131.71","0.9208",,
"2009-09-26","1.4670","132.67","0.9179",,
"2009-09-25","1.4724","134.02","0.9074",,
